,PL battery large charger 2023,PL battery large power 2023,PL biogas CHP industrial 2023,PL biogas CHP public 2023,PL biogas production industrial 2023,PL biogas production public 2023,PL biomass wood CHP industrial 2023,PL biomass wood CHP public 2023,PL biomass wood power public 2023,PL hard coal CHP industrial 2023,PL hard coal CHP public 2023,PL hard coal power SC public 2023,PL hard coal power old public 2023,PL hydro PSH power 2023,PL hydro PSH pump 2023,PL lignite power SC public 2023,PL lignite power old public 2023,PL natural gas CHP old industrial 2023,PL natural gas CHP old public 2023,PL other CHP industrial 2023
0,34.9655532825273,0.0,83.65853658536585,432.80078048780484,98.00000000000001,475.8436856359383,699.9999999999999,999.9999999999999,1250.0,877.4074074074073,8118.414222222222,2354.651162790698,8560.60606258915,0.0,0.0,4194.726487643019,4492.424242424242,1635.8333333333335,3261.304,808.8235294117646
1,62.492094748572974,0.0,83.65853658536585,437.0048780487805,98.00000000000001,480.51490514812593,699.9999999999999,999.9999999999999,1250.0,877.4074074074073,8197.274074074074,2354.651162790698,8560.606062589133,0.0,0.0,2999.9905223840283,4492.424242424242,1635.8333333333335,3292.9833333333336,808.8235294117646
2,63.18347393707166,0.0,83.65853658536585,439.8813658536585,98.00000000000001,483.71100270909636,699.9999999999999,999.9999999999999,1250.0,877.4074074074073,8251.230814814813,2354.651162790698,8560.606062589131,0.0,0.0,2669.4870098053234,4492.424242424242,1635.8333333333335,3314.658666666667,808.8235294117646
3,64.91368451662241,0.0,83.65853658536585,451.82985365853654,98.00000000000001,496.9871002700507,699.9999999999999,999.9999999999999,1250.0,877.4074074074073,8475.358814814814,2354.651162790698,8560.606062589131,0.0,0.0,2667.5362015542023,4492.424242424242,1635.8333333333335,3404.6946666666668,808.8235294117646
4,71.97302225734018,0.0,83.65853658536585,478.3820487804878,98.00000000000001,526.4895392943938,699.9999999999999,999.9999999999999,1250.0,877.4074074074073,8973.421037037037,2354.651162790698,8560.606062589131,0.0,0.0,2487.547541856039,4492.424242424242,1635.8333333333335,3604.774666666667,808.8235294117646
5,87.45822772634759,0.0,83.65853658536585,512.1951219512194,98.00000000000001,564.0596205951467,699.9999999999999,999.9999999999999,1250.0,877.4074074074073,10301.586962962961,2354.651162790698,8560.60606258913,0.0,0.0,2177.188383778641,4492.424242424242,1635.8333333333335,4138.321333333334,808.8235294117646
6,0.0,150.0,83.65853658536585,512.1951219512194,98.00000000000001,564.0596205951467,699.9999999999999,999.9999999999999,1250.0,877.4074074074073,10903.412148148147,2354.651162790698,8560.606063610461,0.0,1.1106574626562634e-06,4275.0,5216.510776677168,1635.8333333333335,4380.084666666667,808.8235294117646
7,0.0,150.0,83.65853658536585,512.1951219512194,98.00000000000001,564.0596205951467,699.9999999999999,999.9999999999999,1250.0,877.4074074074073,10687.585185185184,2354.651162790698,8560.606063610474,0.0,1.1106515797404262e-06,4275.0,8881.134998873005,1635.8333333333335,4293.383333333334,808.8235294117646
8,0.0,150.0,83.65853658536585,512.1951219512194,98.00000000000001,564.0596205951467,699.9999999999999,999.9999999999999,1250.0,877.4074074074073,10617.02637037037,2354.651162790698,8560.60606361046,0.0,1.1106579260476164e-06,4275.0,5162.222621708281,1635.8333333333335,4265.038666666667,808.8235294117646
9,109.11883822669684,0.0,83.65853658536585,512.1951219512194,98.00000000000001,564.0596205951467,699.9999999999999,999.9999999999999,1250.0,877.4074074074073,10451.005629629628,2354.651162790698,8560.606062589128,0.0,0.0,1754.4027693660491,4492.424242424242,1635.8333333333335,4198.345333333334,808.8235294117646
10,155.55555555555557,0.0,83.65853658536585,512.1951219512194,98.00000000000001,564.0596205951467,699.9999999999999,999.9999999999999,1250.0,877.4074074074073,10255.931259259258,2354.651162790698,8560.606062193448,0.0,513.4023886393751,1068.75,4492.424242424242,1635.8333333333335,4119.980666666666,808.8235294117646
11,155.55555555555557,0.0,83.65853658536585,512.1951219512194,98.00000000000001,564.0596205951467,699.9999999999999,999.9999999999999,1250.0,877.4074074074073,10073.308444444443,2354.651162790698,8560.606062193448,0.0,417.10633415654985,1068.75,4492.424242424242,1635.8333333333335,4046.6180000000004,808.8235294117646
12,131.26879783996776,0.0,83.65853658536585,512.1951219512194,98.00000000000001,564.0596205951467,699.9999999999999,999.9999999999999,1250.0,877.4074074074073,9981.997037037036,2354.651162790698,8560.60606258911,0.0,0.0,1163.4177754802206,4492.424242424242,1635.8333333333335,4009.936666666667,808.8235294117646
13,0.0,0.0,83.65853658536585,512.1951219512194,98.00000000000001,564.0596205951467,699.9999999999999,999.9999999999999,1250.0,877.4074074074073,9915.588740740739,2354.651162790698,8560.606063610452,0.0,1.1106605491017845e-06,4275.0,5043.573176682335,1635.8333333333335,3983.259333333334,808.8235294117646
14,0.0,0.0,83.65853658536585,512.1951219512194,98.00000000000001,564.0596205951467,699.9999999999999,999.9999999999999,1250.0,877.4074074074073,9952.943407407405,2354.651162790698,8560.606063610472,0.0,1.1106521727194564e-06,4275.0,7777.835124354124,1635.8333333333335,3998.2653333333333,808.8235294117646
15,0.0,0.0,83.65853658536585,512.1951219512194,98.00000000000001,564.0596205951467,699.9999999999999,999.9999999999999,1250.0,877.4074074074073,10006.900148148148,2354.651162790698,8560.606063610476,0.0,1.110651218918345e-06,4275.0,10854.693217880296,1635.8333333333335,4019.940666666667,808.8235294117646
16,0.0,0.0,83.65853658536585,512.1951219512194,98.00000000000001,564.0596205951467,699.9999999999999,999.9999999999999,1250.0,877.4074074074073,10177.071407407406,2354.651162790698,8560.606063610478,0.0,1.110649974272237e-06,4275.0,15014.336022888105,1635.8333333333335,4088.301333333334,808.8235294117646
17,0.0,96.0739331246731,83.65853658536585,512.1951219512194,98.00000000000001,564.0596205951467,699.9999999999999,999.9999999999999,1249.9999969808391,877.4074074074073,10309.887999999999,3935.6317461831004,8560.60606060606,428.56150121110335,1.016154851916276e-06,4275.0,17969.696969696968,1635.8333333333335,4141.656,808.8235294117646
18,0.0,67.75278720837653,83.65853658536585,512.1951219512194,98.00000000000001,564.0596205951467,699.9999999999999,999.9999999999999,1249.9999969808412,877.4074074074073,10338.941629629628,6556.013944298449,8560.60606060606,601.6979317769297,1.016154107651571e-06,4275.0,17969.696969696968,1635.8333333333335,4153.327333333334,808.8235294117646
19,0.0,58.10591832705998,83.65853658536585,512.1951219512194,98.00000000000001,564.0596205951467,699.9999999999999,999.9999999999999,1249.9999969808416,877.4074074074073,10289.135407407406,7102.29497960624,8560.60606060606,610.8653384759014,1.0161539606398984e-06,4275.0,17969.696969696968,1635.8333333333335,4133.319333333334,808.8235294117646
20,0.0,54.0584245953539,83.65853658536585,512.1951219512194,98.00000000000001,564.0596205951467,699.9999999999999,999.9999999999999,1249.9999969808405,877.4074074074073,10139.71674074074,5744.731280553731,8560.60606060606,585.8223895142531,1.0161542046718767e-06,4275.0,17969.696969696968,1635.8333333333335,4073.2953333333335,808.8235294117646
21,0.0,51.59709387255044,83.65853658536585,512.1951219512194,98.00000000000001,564.0596205951467,699.9999999999999,999.9999999999999,1249.9999969808384,877.4074074074073,9699.761777777776,3710.0534646185115,8560.60606060606,458.0758736473134,1.0161547008576978e-06,4275.0,17969.696969696968,1635.8333333333335,3896.558,808.8235294117646
22,0.0,0.0,83.65853658536585,478.60331707317073,98.00000000000001,526.7353929529299,699.9999999999999,999.9999999999999,1250.0,877.4074074074073,8977.571555555554,2354.651162790698,8560.606063610614,0.0,1.1105936318493476e-06,4275.0,17905.79562754558,1635.8333333333335,3606.442,808.8235294117646
23,0.0,0.0,83.65853658536585,441.20897560975607,98.00000000000001,485.18612466031357,699.9999999999999,999.9999999999999,1250.0,877.4074074074073,8276.133925925926,2354.651162790698,8560.606063610478,0.0,1.1106489867918225e-06,4275.0,15059.905058519294,1635.8333333333335,3324.662666666667,808.8235294117646
24,0.0,0.0,83.65853658536585,394.9639024390244,98.00000000000001,433.8027100262495,699.9999999999999,999.9999999999999,1250.0,877.4074074074073,7408.675555555555,2354.651162790698,8560.606063610478,0.0,1.1106493600935647e-06,4275.0,13544.487641498503,1635.8333333333335,2976.1900000000005,808.8235294117646
25,0.0,0.0,83.65853658536585,399.8318048780488,98.00000000000001,439.2114905140457,699.9999999999999,999.9999999999999,1250.0,877.4074074074073,7499.986962962962,2354.651162790698,8560.606063610476,0.0,1.1106495106161644e-06,4275.0,11912.240470271392,1635.8333333333335,3012.8713333333335,808.8235294117646
26,0.0,0.0,83.65853658536585,402.4870243902439,98.00000000000001,442.16173441648,699.9999999999999,999.9999999999999,1250.0,877.4074074074073,7549.7931851851845,2354.651162790698,8560.606063610476,0.0,1.1106493725724267e-06,4275.0,11272.58032166516,1635.8333333333335,3032.8793333333333,808.8235294117646
27,0.0,0.0,83.65853658536585,413.1079024390244,98.00000000000001,453.96271002621717,699.9999999999999,999.9999999999999,1250.0,877.4074074074073,7749.018074074073,2354.651162790698,8560.606063610476,0.0,1.1106491720901248e-06,4275.0,10897.323610683108,1635.8333333333335,3112.9113333333335,808.8235294117646
28,0.0,0.0,83.65853658536585,437.88995121951217,98.00000000000001,481.4983197822707,699.9999999999999,999.9999999999999,1250.0,877.4074074074073,8213.876148148147,2354.651162790698,8560.606063610476,0.0,1.1106488941854008e-06,4275.0,10855.086347046403,1635.8333333333335,3299.652666666667,808.8235294117646
29,0.0,0.0,83.65853658536585,503.82790243902434,98.00000000000001,554.7627100260559,699.9999999999999,999.9999999999999,1250.0,877.4074074074073,9450.730666666665,2354.651162790698,8560.606063610476,0.0,1.110648584449406e-06,4275.0,10946.272211355115,1635.8333333333335,3796.518,808.8235294117646
